FID,CT_Tag_ID,Date_Ptd,Cultivar,SciName,CmmnName,DBH,Program,EventORAdd,Impervious,DBH1,DBH2,DBH3,DBH4,TotalHeigh,Width_NS,Width_EW,PercentMis,CrownCondi,TreeStruct,SpaceType1,CrownBase,Jurisdicti,SpaceTypeD,Cond_18,SpaceType,Condition,DDOE,PTG_Notes,Cond_12,Genus,Species,StockType,Class_Code,Mntc_Condn,Season,Nursery,Condit_13,POINT_X,POINT_Y,Cond_17,Cond_16,Cond_15,Cond_14,db_jdx,db_year,db_Season,db_removed,db_SpaceTy,db_Prog,db_StockT,db_ClassCo,db_Nursery,db_Genus,db_Species,db_mtc,db_pltdbh,isAlive,Death_Yr,Death_Age,Age,Cond_Agg
2096,REB0700004,11/7/07 0:00, ,Betula nigra,"Birch, River",0,REBATE,1537 CHANNING ST NE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate, ,-76.98143217,38.92227978,Missing,Good,Good,Good,RESIDENTIAL,2007, , , , , ,0, , , , ,0,1,0,0,12,Left Card
2097,REB0700007,11/19/07 0:00, ,Betula nigra,"Birch, River",7.8,REBATE,8331 EAST BEACH DR NW,0%,0,0,0,0,38,24,28,1-10%,4,4,Front Yard,2,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.04303554,38.99342022,Good,Good,Good,Good,RESIDENTIAL,2007, , , , , ,0, , , , ,0,1,0,0,12,Good
2098,REB0700011,12/4/07 0:00, ,Acer rubrum,"Maple, Red",5.6,REBATE,4409 7TH ST NW,0%,0,0,0,0,15,15,16,1-10%,4,4, ,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.02127327,38.94451252,Left Card,Left Card,Good,Good,RESIDENTIAL,2007, , , , , ,0, , , , ,0,1,0,0,12,Good
2099,REB0800039,5/20/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,4235 SOUTH DAKOTA AV NE, ,0,0,0,0,0,0,0, , , ,Side Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Excellent,-76.9819396,38.94172109,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Left Card
2100,REB0800042,5/21/08 0:00, ,Quercus palustris,"Oak, Pin",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Unvisited,-77.02348401,38.92473591,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2101,REB0800047,5/24/08 0:00, ,Acer rubrum,"Maple, Red",8.1,REBATE, ,21-30%,0,0,0,0,30,20,19,1-10%,4,5,Front Yard,7,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.0184112,38.97223543,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2102,REB0800053,5/29/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,1818 VARNUM ST,11-20%,4.5,5.6,3.8,0,25,19,15,21-30%,4,4,Front Yard,8,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.04204865,38.9428425,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2103,REB0800058,5/30/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,1207 FARRAGUT ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.02849742,38.95111313,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2104,REB0800070,9/23/08 0:00, ,Acer rubrum,"Maple, Red",9.4,REBATE, ,11-20%,0,0,0,0,0,23,21,1-10%,4,5,Front Yard,6,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.02984518,38.95356417,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2105,REB0800075,10/3/08 0:00, ,Prunus subhirtella,"Cherry, Weeping",8.1,REBATE,3934 LEGATION ST NW, ,0,0,0,0,21,14,16,1-10%,4,4,Front Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Good,-77.07949438,38.96194771,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2106,REB0800076,10/6/08 0:00, ,Prunus cerasifera,"Plum, Purple Leaf",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate, ,-77.03663956,38.95874244,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Left Card
2107,REB0800125,11/12/08 0:00, ,Quercus palustris,"Oak, Pin",3,REBATE,0071 SHERIDAN ST NE,0%,0,0,0,0,12,10,9,11-20%,5,5,Back Yard,6,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.00560936,38.9660972,Left Card,Left Card,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2108,REB0800121,11/10/08 0:00, ,Diospyros virginiana,"Persimmon, Common",0,REBATE,0412 M ST NW, ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Left Card, , , , ,POOR, , , , , , ,Rebate,Unvisited,-77.01680745,38.90536551,Good,Good,Good,NA,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Left Card
2109,REB0800109,11/7/08 0:00, ,Malus hybrida,"Crabapple, Common",7.5,REBATE,2214 39TH PL NW,41-50%,0,0,0,0,26,17,16,1-10%,4,4,Back Yard,6,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.07823863,38.91967644,Good,Good,Good,Poor,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2110,REB0800115,11/8/08 0:00, ,Thuja occidentalis,"Arborvitae, Eastern",3,REBATE,3508 MORRISON ST NW,0%,0,0,0,0,11,4,3,21-30%,3,4,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.06931223,38.96365833,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2111,REB0800133,11/21/08 0:00, ,Cercis canadensis,Redbud,3.5,REBATE,3031 OLIVER ST NW,0%,0,0,0,0,16,12,11,1-10%,4,4,Front Yard,3,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.05842993,38.96746355,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2112,REB0800132,11/20/08 0:00, ,Lagerstroemia indica,Crapemyrtle,0,REBATE, ,0%,1.5,1.5,1,0,8,6,6,11-20%,5,5,Front Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.98484443,38.88739732,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2113,REB0800116,11/8/08 0:00, ,Styrax japonicus,"Styrax, Japanese",5.4,REBATE,3253 WORTHINGTON ST NW,21-30%,0,0,0,0,23,19,15,1-10%,4,5,Side Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.06297017,38.97616508,Left Card,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2114,REB0800143,12/21/08 0:00, ,Styrax japonicus,"Styrax, Japanese",3.7,REBATE, ,0%,0,0,0,0,13,11,11,1-10%,4,4,Front Yard,1,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.03325446,38.9535898,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2115,REB0800142,12/14/08 0:00, ,Lagerstroemia indica,Crapemyrtle,0,REBATE,4412 CHESAPEAKE ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Missing, , , , , , , , , , , ,Rebate,Alive,-77.08693098,38.9507546,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Missing
2116,REB0800099,11/3/08 0:00, ,Fagus sylvatica,"Beech, European",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Tree Box,0,Residential - Rebate, ,Missing, , , , , , , , , , , ,Rebate,Excellent,-76.98747513,38.8876938,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Missing
2117,REB0800023,3/15/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,3539 13TH ST NW,11-20%,0,0,0,0,18,33,32,21-30%,4,4,Front Yard,9,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.02958018,38.93390047,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2118,REB0800028,4/5/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,0810 K ST NE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-76.99436621,38.90284694,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2119,REB0800031,4/6/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,6101 14TH ST NW,21-30%,6.9,10.4,11.2,6.1,46,24,36,1-10%,5,5,Front Yard,9,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.03319046,38.96427257,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2120,REB0800032,4/13/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,4126 5TH ST NW,21-30%,0,0,0,0,19,20,21,11-20%,5,4,Back Yard,7,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-77.01953005,38.94172307,Good,Left Card,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2121,REB0800041,5/20/08 0:00, ,Betula nigra,"Birch, River",0,REBATE,1701 BUNKER HILL RD NE, ,0,0,0,0,0,0,0, , , ,Side Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Excellent,-76.98218293,38.94179631,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Left Card
2122,REB0800033,4/24/08 0:00, ,Nyssa sylvatica,Black Gum,0,REBATE,2724 28TH ST NE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-76.96842152,38.92516903,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2123,REB0800071,9/23/08 0:00, ,Cercis canadensis,Redbud,0,REBATE,0918 SOUTH CAROLINA AV SE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-76.99303148,38.88511362,Left Card,Left Card,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2124,REB0800068,9/21/08 0:00, ,Metasequoia glyptostroboides,"Redwood, Dawn",0,REBATE,1356 PARKWOOD PL NW,11-20%,0,0,0,0,26,21,20,11-20%,4,4,Back Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.03171655,38.935032,Left Card,Good, ,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2125,REB0800067,9/20/08 0:00, ,Ulmus americana,"Elm, American",13.2,REBATE, ,0%,0,0,0,0,42,35,28,1-10%,4,3,Side Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.0997833,38.91930254,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2126,REB0800077,10/6/08 0:00, ,Quercus borealis,"Oak, Red",5,REBATE,5212 12TH ST NE,0%,0,0,0,0,22,14,16,11-20%,4,4,Back Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-76.9908112,38.9552126,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2127,REB0800074,9/29/08 0:00, ,Picea glauca,"Spruce, Alberta",0,REBATE,1214 GIRARD ST NW, ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.02851385,38.92560868,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2128,REB0800085,10/21/08 0:00, ,Thuja occidentalis,"Arborvitae, Eastern",0,REBATE,5309 DORSETT PL NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Unvisited,-77.10648254,38.92738838,Left Card,Good,Missing,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2129,REB0800112,11/7/08 0:00, ,Cercis canadensis,Redbud,0,REBATE,6235 NORTH DAKOTA AV NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.01540783,38.96599744,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2130,REB0800100,11/3/08 0:00, ,Cercis canadensis,Redbud,7.4,REBATE, ,0%,0,0,0,0,14,18,17,11-20%,4,4,Front Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.08731184,38.94980458,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2131,REB0800122,11/10/08 0:00, ,Acer palmatum,"Maple, Japanese",3.6,REBATE,3632 WINFIELD LA NW,51-60%,0,0,0,0,16,19,13,11-20%,4,4,Tree Box,7,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.07178713,38.91173367,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2132,REB0800096,11/2/08 0:00, ,Amelanchier arborea,"Serviceberry, Downy",0,REBATE,1339 EAST CAPITOL ST SE, ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Unvisited,-76.98696714,38.8893869,Left Card,Good, ,NA,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2133,REB0800089,10/26/08 0:00, ,Pyrus communis,"Pear, Common",5.4,REBATE,0415 JEFFERSON ST NW,1-10%,0,0,0,0,27,16,16,11-20%,4,4,Back Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.01838335,38.95580627,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2134,REB0800095,10/31/08 0:00, ,Ilex attenuata,"Holly, Foster's",0,REBATE,3114 DUMBARTON ST NW, ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate, ,-77.06178732,38.90737253,Good,Good, ,NA,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Left Card
2135,REB0800098,11/2/08 0:00, ,Acer rubrum,"Maple, Red",0,REBATE,3808 YUMA ST NW, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-77.07572291,38.94599587,Good,Good,Good,Good,RESIDENTIAL,2008, , , , , ,0, , , , ,0,1,0,0,11,Good
2136,REB0900161,2/15/09 0:00, ,Betula nigra,"Birch, River",0,REBATE,0021 WHITTIER ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate, ,-77.0113585,38.97177306,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
2137,REB0900165,2/23/09 0:00, ,Cornus florida,"Dogwood, White",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.99243372,38.88910982,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2138,REB0900171,3/16/09 0:00, ,Asimina triloba,Pawpaw,0,REBATE,7604 MORNINGSIDE DR NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.0319943,38.98259318,Left Card,Left Card,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2139,REB0900173,3/16/09 0:00, ,Cornus florida,"Dogwood, White",2.6,REBATE, ,1-10%,0,0,0,0,10,8,8,41-50%,3,4,Front Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.98916547,38.9012211,Poor,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2140,REB0900175,3/20/09 0:00, ,Acer palmatum,"Maple, Japanese",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.99936483,38.88822178,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2141,REB0900177,3/25/09 0:00, ,Prunus yedoensis,"Cherry, Yoshino",0,REBATE, , ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Unvisited,-77.07176373,38.91156453,Good,Left Card, ,NA,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
2142,REB0900178,3/27/09 0:00, ,Magnolia virginiana,"Magnolia, Sweetbay",0,REBATE,2035 36TH ST SE,0%,4.3,3.3,1.5,1.4,18,17,17,1-10%,4,3,Front Yard,3,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.95723927,38.86428074,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2143,REB0900179,3/30/09 0:00, ,Amydalus persica,"Peach, Redhaven",0,REBATE,1207 S ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Excellent,-77.02847605,38.9144096,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
2144,REB0900181,3/30/09 0:00, ,Magnolia loebneri,"Magnolia, Loebner",0,REBATE,1618 A ST NE, ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Missing, , , , , , , , , , , ,Rebate,Alive,-76.98150505,38.8912088,Missing,Left Card,Missing,NA,RESIDENTIAL,2009, , , , , ,0, , , , ,0,0,2015,6,6,Missing
2145,REB0900182,3/30/09 0:00, ,Lagerstroemia indica,Crapemyrtle,0,REBATE,2916 UPTON ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-77.05958655,38.9417333,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2146,REB0900183,3/30/09 0:00, ,Prunus domestica,"Plum, Common",2.8,REBATE,1349 WEBSTER ST NE,0%,0,0,0,0,11,9,8,1-10%,4,4,Back Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.98591141,38.94397787,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2147,REB0900184,3/31/09 0:00, ,Lagerstroemia indica,Crapemyrtle,0,REBATE, ,1-10%,0,0,0,0,12,13,16,1-10%,4,4,Front Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.03493791,38.94303826,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2148,REB0900190,4/3/09 0:00, ,Cornus kousa,"Dogwood, Kousa",0,REBATE,4520 SOUTH DAKOTA AV NE, ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Dead, , , , , , , , , , , ,Rebate,Excellent,-76.98678769,38.94495336,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,0,2018,9,9,Dead
2149,REB0900192,4/3/09 0:00, ,Prunus serrulata kwanzan,"Cherry, Kwanzan",0,REBATE,1336 NEWTON ST NE, ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate, ,-76.98747783,38.93381409,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
2150,REB0900215,4/19/09 0:00, ,Malus hybrida,"Crabapple, Common",3.2,REBATE,2500 18TH ST NE,0%,0,0,0,0,9,8,7,21-30%,3,3,Side Yard,4,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-76.97922971,38.92231133,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2151,REB0900212,4/18/09 0:00, ,Acer palmatum,"Maple, Japanese",0,REBATE,0919 9TH ST NE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , ,GOOD, , , , , , ,Rebate,Unvisited,-76.99335135,38.90191361,Good,Left Card,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2152,REB0900205,4/13/09 0:00, ,Chamaecyparis obtusa,Hinoki Falsecypress,0,REBATE,0052 U ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Poor, , , , , , , , , , , ,Rebate, ,-77.01087191,38.9167072,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Poor
2153,REB0900209,4/15/09 0:00, ,Acer rubrum,"Maple, Red",0,REBATE,0610 ASPEN ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Dead, , , , , , , , , , , ,Rebate, ,-77.02249517,38.97203757,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,0,2018,9,9,Dead
2154,REB0900207,4/14/09 0:00, ,Prunus yedoensis,"Cherry, Yoshino",0,REBATE,0921 10TH ST NE, ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-76.99227052,38.90198731,Good,Left Card,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2155,REB0900204,4/12/09 0:00, ,Prunus avium,"Cherry, Sweet",0,REBATE,0305 17TH ST SE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Alive,-76.98110577,38.88514181,Good,Left Card,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2156,REB0900222,4/24/09 0:00, ,Cercis canadensis,Redbud,0,REBATE,0415 G ST, ,0,0,0,0,0,0,0, , , ,Front yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Unvisited,-76.99985956,38.88097719,Good,Good,Poor,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2157,REB0900221,4/23/09 0:00, ,Cercis canadensis,Redbud,0,REBATE,0711 NICHOLSON ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Poor, , , , , , , , , , , ,Rebate, ,-77.02299762,38.9604607,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Poor
2158,REB0900226,4/26/09 0:00, ,Acer saccharum,"Maple, Sugar",0,REBATE,4326 KLINGLE ST, ,0,0,0,0,0,0,0, , , ,Side Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.08532261,38.93105481,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2159,REB0900224,4/25/09 0:00, ,Magnolia soulangiana,"Magnolia, Saucer",0,REBATE,2001 MONROE ST NE, ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-76.97596256,38.93301586,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2160,REB0900238,4/29/09 0:00, ,Betula nigra,"Birch, River",0,REBATE,0034 BRYANT ST NW, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-77.01053999,38.92093988,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2161,REB0900234,4/28/09 0:00, ,Acer palmatum,"Maple, Japanese",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.99275674,38.89494022,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2162,REB0900240,4/29/09 0:00, ,Acer palmatum,"Maple, Japanese",0,REBATE, , ,0,0,0,0,0,0,0, , , ,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.9614432,38.87230022,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2163,REB0900229,4/27/09 0:00, ,Acer palmatum,"Maple, Japanese",0,REBATE,1311 1ST ST NW, ,0,0,0,0,0,0,0, , , , ,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Unvisited,-77.01176814,38.90777388,Missing,Good,Good,NA,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
2164,REB0900255,5/7/09 0:00, ,Picea glauca,"Spruce, Alberta",0,REBATE, ,0%,0,0,0,0,7,4,5,0%,5,5,Front Yard,0,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-76.98919443,38.88612213,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2165,REB0900252,5/5/09 0:00, ,Prunus serrulata kwanzan,"Cherry, Kwanzan",3.6,REBATE,1914 BRYANT ST NE,0%,0,0,0,0,10,6,8,21-30%,4,3,Back Yard,3,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate, ,-76.976659,38.92154226,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2166,REB0900225,4/25/09 0:00, ,Cercis canadensis,Redbud,9.5,REBATE, ,1-10%,0,0,0,0,15,21,21,1-10%,5,4,Front Yard,5,Residential - Rebate, ,Good, , , , , , , , , , , ,Rebate,Excellent,-77.08734512,38.94980224,Good,Good,Good,Good,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Good
2167,REB0900253,5/5/09 0:00, ,Prunus persica,Peach,0,REBATE,0012 9TH ST SE, ,0,0,0,0,0,0,0, , , ,Back Yard,0,Residential - Rebate, ,Left Card, , , , , , , , , , , ,Rebate,Unvisited,-76.9933841,38.88926144,Left Card,Left Card,Good,Poor,RESIDENTIAL,2009, , , , , ,0, , , , ,0,1,0,0,10,Left Card
